# wavelength_um,n,k  (TiO2 anataz benzeri - yaklaşık, kayıpsız görünür)
0.45,2.70,0.0
0.50,2.62,0.0
0.55,2.56,0.0
0.60,2.52,0.0
0.65,2.49,0.0
0.70,2.46,0.0
