# wavelength_um,n,k  (Au, Johnson & Christy 1972 - yaklaşık)
0.45,1.40,1.88
0.50,0.84,1.84
0.55,0.33,2.72
0.60,0.20,2.90
0.65,0.14,3.37
0.70,0.13,3.83
