# wavelength_um,n,k  (Ag, Johnson & Christy 1972 - yaklaşık)
0.45,0.15,2.47
0.50,0.13,2.92
0.55,0.12,3.33
0.60,0.12,3.75
0.65,0.13,4.15
0.70,0.14,4.52
